age,job,marital,education,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp_var_rate,cons_price_idx,cons_conf_idx,euribor3m,nr_employed,subscribed
26,services,single,high.school,yes,no,cellular,jul,wed,75,10,6,0,failure,1.4,93.918,-42.7,4.963,5228.1,no
35,entrepreneur,divorced,university.degree,no,no,telephone,may,tue,124,1,6,0,failure,1.1,93.994,-36.4,4.857,5191,no
46,technician,married,high.school,yes,no,telephone,jun,mon,500,1,6,0,failure,1.4,94.465,-41.8,4.96,5228.1,no
56,admin.,married,basic.4y,yes,no,cellular,jul,thu,105,1,6,0,failure,1.4,93.918,-42.7,4.963,5228.1,no
47,technician,divorced,high.school,no,no,cellular,jul,thu,202,3,6,0,failure,1.4,93.918,-42.7,4.962,5228.1,no
46,entrepreneur,divorced,university.degree,no,no,telephone,may,thu,127,1,6,0,failure,1.1,93.994,-36.4,4.86,5191,no
36,blue-collar,married,basic.6y,yes,no,telephone,jul,wed,16,1,6,0,failure,1.4,93.918,-42.7,4.962,5228.1,no
31,blue-collar,single,basic.9y,yes,no,telephone,may,fri,323,4,6,0,failure,1.1,93.994,-36.4,4.859,5191,no
29,admin.,single,basic.9y,no,no,telephone,may,wed,272,1,6,0,failure,1.1,93.994,-36.4,4.858,5191,no
48,management,married,university.degree,yes,yes,cellular,aug,tue,144,1,6,0,failure,1.4,93.444,-36.1,4.963,5228.1,no
33,blue-collar,married,professional.course,yes,no,cellular,jun,wed,90,1,6,0,failure,-2.9,92.963,-40.8,1.26,5076.2,no
31,blue-collar,married,basic.6y,yes,no,cellular,may,wed,290,2,6,0,failure,-1.8,92.893,-46.2,1.334,5099.1,no
53,admin.,married,high.school,yes,no,telephone,may,wed,125,1,6,0,failure,1.1,93.994,-36.4,4.858,5191,no
48,blue-collar,married,basic.9y,yes,no,telephone,jun,wed,103,2,6,0,failure,1.4,94.465,-41.8,4.864,5228.1,no
46,admin.,single,university.degree,yes,no,telephone,jun,mon,24,1,6,0,failure,1.4,94.465,-41.8,4.961,5228.1,no
27,admin.,single,high.school,yes,no,telephone,jun,wed,193,1,6,1,failure,-1.7,94.055,-39.8,0.739,4991.6,no
33,services,married,high.school,yes,yes,telephone,jun,mon,54,1,6,0,failure,-1.7,94.055,-39.8,0.754,4991.6,no
71,retired,married,basic.9y,no,no,cellular,oct,wed,237,1,6,0,failure,-3.4,92.431,-26.9,0.742,5017.5,no
36,management,married,university.degree,no,no,telephone,may,tue,274,2,6,0,failure,1.1,93.994,-36.4,4.856,5191,no
29,admin.,married,high.school,yes,no,cellular,nov,wed,85,1,6,1,failure,-3.4,92.649,-30.1,0.719,5017.5,no
41,admin.,married,university.degree,no,no,telephone,aug,fri,51,1,6,0,failure,1.4,93.444,-36.1,4.963,5228.1,no
49,entrepreneur,married,high.school,no,no,cellular,may,tue,123,1,6,0,failure,-1.8,92.893,-46.2,1.344,5099.1,no
27,admin.,single,high.school,yes,no,telephone,may,wed,212,2,6,0,failure,1.1,93.994,-36.4,4.858,5191,no
23,blue-collar,single,university.degree,no,no,cellular,jul,wed,1473,6,6,0,failure,1.4,93.918,-42.7,4.957,5228.1,no
46,blue-collar,married,basic.9y,no,no,cellular,aug,mon,68,1,6,0,failure,1.4,93.444,-36.1,4.97,5228.1,no
36,unemployed,divorced,high.school,yes,no,cellular,nov,mon,55,1,6,0,failure,-0.1,93.2,-42,4.191,5195.8,no
33,housemaid,married,basic.4y,yes,no,telephone,may,tue,129,8,6,0,failure,1.1,93.994,-36.4,4.856,5191,no
31,blue-collar,single,high.school,yes,no,cellular,jul,wed,379,1,6,0,failure,1.4,93.918,-42.7,4.963,5228.1,no
58,admin.,married,high.school,no,no,cellular,aug,thu,214,1,6,0,failure,1.4,93.444,-36.1,4.968,5228.1,no
24,technician,single,professional.course,no,yes,cellular,may,fri,23,8,6,0,failure,-1.8,92.893,-46.2,1.25,5099.1,no
28,blue-collar,married,high.school,yes,no,cellular,jul,mon,392,1,6,0,failure,1.4,93.918,-42.7,4.96,5228.1,no
42,management,married,basic.9y,yes,no,cellular,jul,thu,253,1,6,0,failure,1.4,93.918,-42.7,4.968,5228.1,no
35,technician,single,university.degree,yes,no,cellular,aug,thu,159,1,6,0,failure,1.4,93.444,-36.1,4.968,5228.1,no
35,technician,married,professional.course,yes,no,cellular,may,wed,54,2,6,1,failure,-1.8,92.893,-46.2,1.334,5099.1,no
40,technician,married,basic.9y,yes,no,telephone,jun,thu,245,2,6,0,failure,1.4,94.465,-41.8,4.866,5228.1,no
34,admin.,married,university.degree,yes,no,cellular,may,tue,88,3,6,1,failure,-1.8,92.893,-46.2,1.344,5099.1,no
41,blue-collar,married,basic.4y,yes,no,telephone,jul,fri,742,1,6,0,failure,1.4,93.918,-42.7,4.959,5228.1,no
40,technician,married,high.school,yes,no,telephone,jun,thu,126,1,6,0,failure,1.4,94.465,-41.8,4.958,5228.1,no
32,blue-collar,married,basic.9y,yes,no,cellular,may,fri,83,1,6,1,failure,-1.8,92.893,-46.2,1.313,5099.1,no
30,admin.,single,high.school,yes,no,telephone,jun,tue,483,1,6,0,failure,1.4,94.465,-41.8,4.961,5228.1,no
35,services,divorced,basic.9y,yes,no,telephone,jul,tue,124,1,6,0,failure,1.4,93.918,-42.7,4.961,5228.1,no
32,admin.,single,university.degree,no,no,cellular,may,tue,63,5,6,0,failure,-1.8,92.893,-46.2,1.291,5099.1,no
46,admin.,married,professional.course,no,no,cellular,apr,fri,609,1,6,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no
44,management,married,university.degree,yes,no,cellular,may,fri,69,1,6,1,failure,-1.8,92.893,-46.2,1.313,5099.1,no
46,housemaid,married,basic.4y,no,no,telephone,may,tue,788,3,6,0,failure,1.1,93.994,-36.4,4.856,5191,no
40,admin.,married,university.degree,yes,no,cellular,nov,thu,20,6,6,0,failure,-0.1,93.2,-42,4.076,5195.8,no
37,technician,married,professional.course,yes,yes,cellular,nov,mon,79,1,6,0,failure,-0.1,93.2,-42,4.191,5195.8,no
49,technician,married,high.school,yes,no,telephone,jun,tue,80,1,6,0,failure,1.4,94.465,-41.8,4.864,5228.1,no
30,self-employed,married,university.degree,yes,no,telephone,jul,thu,311,27,6,0,failure,1.4,93.918,-42.7,4.963,5228.1,no
31,services,divorced,high.school,yes,yes,cellular,aug,tue,242,3,6,0,failure,1.4,93.444,-36.1,4.963,5228.1,no
41,technician,married,professional.course,no,no,telephone,may,tue,348,2,6,0,failure,1.1,93.994,-36.4,4.857,5191,no
57,technician,married,high.school,yes,no,cellular,apr,wed,99,1,6,0,failure,-1.8,93.075,-47.1,1.415,5099.1,no
24,technician,single,basic.6y,yes,yes,cellular,jul,thu,18,8,6,0,failure,1.4,93.918,-42.7,4.958,5228.1,no
53,admin.,married,high.school,no,no,telephone,jun,mon,313,2,6,0,failure,1.4,94.465,-41.8,4.865,5228.1,no
40,management,married,basic.6y,yes,no,cellular,apr,thu,179,1,6,0,failure,-1.8,93.075,-47.1,1.41,5099.1,no
29,technician,single,professional.course,yes,yes,cellular,aug,wed,106,3,6,0,failure,1.4,93.444,-36.1,4.965,5228.1,no
41,self-employed,divorced,university.degree,yes,no,telephone,jun,fri,39,5,6,0,failure,1.4,94.465,-41.8,4.959,5228.1,no
45,admin.,married,university.degree,no,no,cellular,aug,mon,216,1,6,0,failure,1.4,93.444,-36.1,4.965,5228.1,no
48,admin.,divorced,high.school,yes,yes,telephone,jun,thu,1011,2,6,0,failure,1.4,94.465,-41.8,4.866,5228.1,no
50,blue-collar,married,basic.4y,yes,no,cellular,aug,mon,193,5,6,0,failure,1.4,93.444,-36.1,4.963,5228.1,no
35,admin.,married,high.school,no,no,cellular,oct,thu,302,1,4,2,success,-3.4,92.431,-26.9,0.754,5017.5,no
29,admin.,single,high.school,yes,no,telephone,may,mon,115,1,6,0,failure,1.1,93.994,-36.4,4.857,5191,no
27,admin.,single,professional.course,yes,yes,telephone,jun,fri,141,1,6,0,failure,1.4,94.465,-41.8,4.947,5228.1,no
26,student,single,basic.9y,yes,yes,cellular,mar,mon,78,4,6,1,failure,-1.8,92.843,-50,1.811,5099.1,no
62,blue-collar,married,basic.4y,yes,yes,cellular,nov,mon,152,1,6,0,failure,-3.4,92.649,-30.1,0.719,5017.5,no
24,blue-collar,single,basic.9y,yes,no,cellular,jul,wed,74,2,6,0,failure,1.4,93.918,-42.7,4.963,5228.1,no
28,student,single,university.degree,yes,no,telephone,may,mon,225,1,6,0,failure,1.1,93.994,-36.4,4.857,5191,no
29,admin.,single,high.school,yes,no,telephone,may,wed,245,2,6,0,failure,1.1,93.994,-36.4,4.856,5191,no
32,technician,single,high.school,yes,no,cellular,jul,wed,229,1,6,0,failure,1.4,93.918,-42.7,4.963,5228.1,no
34,admin.,married,university.degree,no,no,cellular,apr,thu,279,1,6,0,failure,-1.8,93.075,-47.1,1.365,5099.1,no
33,management,single,university.degree,yes,no,telephone,nov,thu,88,2,6,1,failure,-0.1,93.2,-42,4.076,5195.8,no
29,admin.,single,university.degree,yes,yes,telephone,jun,wed,252,2,6,0,failure,-2.9,92.963,-40.8,1.26,5076.2,no
55,admin.,married,high.school,no,yes,telephone,may,thu,134,4,6,0,failure,1.1,93.994,-36.4,4.86,5191,no
35,blue-collar,married,basic.9y,yes,no,cellular,jul,thu,55,14,6,0,failure,1.4,93.918,-42.7,4.958,5228.1,no
37,technician,married,university.degree,no,no,cellular,may,tue,34,1,6,0,failure,-1.8,92.893,-46.2,1.344,5099.1,no
32,admin.,single,high.school,yes,yes,cellular,apr,wed,120,1,6,0,failure,-1.8,93.075,-47.1,1.415,5099.1,no
60,blue-collar,married,basic.9y,no,no,telephone,may,mon,301,1,6,0,failure,1.1,93.994,-36.4,4.857,5191,no
26,self-employed,single,university.degree,yes,no,cellular,sep,thu,333,1,6,0,failure,-1.1,94.199,-37.5,0.878,4963.6,no
45,housemaid,married,professional.course,no,no,telephone,may,mon,166,2,6,0,failure,1.1,93.994,-36.4,4.857,5191,no
31,self-employed,married,university.degree,yes,no,cellular,aug,fri,73,1,6,0,failure,1.4,93.444,-36.1,4.963,5228.1,no
42,services,married,high.school,yes,no,cellular,jul,mon,136,4,6,0,failure,1.4,93.918,-42.7,4.96,5228.1,no
47,admin.,married,university.degree,yes,no,telephone,may,mon,269,1,6,0,failure,1.1,93.994,-36.4,4.857,5191,no
48,blue-collar,married,basic.4y,yes,no,telephone,may,tue,190,1,6,0,failure,1.1,93.994,-36.4,4.856,5191,no
34,technician,single,professional.course,yes,no,cellular,may,fri,8,2,6,1,failure,-1.8,92.893,-46.2,1.25,5099.1,no
28,blue-collar,single,basic.9y,no,no,cellular,may,fri,137,3,6,1,failure,-1.8,92.893,-46.2,1.313,5099.1,no
26,technician,single,professional.course,no,yes,cellular,jul,wed,168,2,6,0,failure,1.4,93.918,-42.7,4.957,5228.1,no
59,admin.,divorced,university.degree,no,no,cellular,apr,wed,194,1,6,0,failure,-1.8,93.075,-47.1,1.415,5099.1,no
28,services,single,high.school,yes,no,cellular,jul,mon,98,1,6,0,failure,1.4,93.918,-42.7,4.96,5228.1,no
42,self-employed,married,university.degree,yes,no,cellular,aug,fri,219,2,6,0,failure,1.4,93.444,-36.1,4.966,5228.1,no
41,blue-collar,married,basic.9y,no,no,telephone,may,mon,198,1,6,0,failure,1.1,93.994,-36.4,4.858,5191,no
52,management,divorced,university.degree,no,no,telephone,jun,thu,20,1,6,0,failure,1.4,94.465,-41.8,4.866,5228.1,no
41,services,single,university.degree,no,no,cellular,jul,tue,717,13,6,0,failure,1.4,93.918,-42.7,4.961,5228.1,no
24,admin.,single,professional.course,no,no,cellular,may,thu,210,6,6,0,failure,-1.8,92.893,-46.2,1.266,5099.1,no
56,admin.,married,high.school,yes,no,telephone,may,mon,166,2,6,0,failure,1.1,93.994,-36.4,4.857,5191,no
34,self-employed,married,illiterate,yes,no,cellular,nov,thu,51,1,6,0,failure,-0.1,93.2,-42,4.076,5195.8,no
42,services,married,university.degree,yes,no,cellular,jun,tue,122,1,6,1,failure,-2.9,92.963,-40.8,1.099,5076.2,no
47,blue-collar,married,basic.4y,yes,no,cellular,may,fri,173,1,6,1,failure,-1.8,92.893,-46.2,1.313,5099.1,no
50,services,married,basic.9y,yes,no,cellular,aug,mon,113,2,6,0,failure,1.4,93.444,-36.1,4.963,5228.1,no
28,blue-collar,married,basic.4y,no,yes,cellular,jul,thu,29,8,6,0,failure,1.4,93.918,-42.7,4.968,5228.1,no
47,management,married,basic.4y,no,yes,telephone,jun,mon,74,2,6,0,failure,1.4,94.465,-41.8,4.961,5228.1,no
32,admin.,married,university.degree,yes,no,cellular,aug,fri,122,2,6,0,failure,1.4,93.444,-36.1,4.963,5228.1,no
25,technician,single,professional.course,yes,no,cellular,may,tue,260,1,6,0,failure,-1.8,92.893,-46.2,1.266,5099.1,no
43,technician,married,professional.course,yes,no,telephone,jun,tue,112,1,6,0,failure,1.4,94.465,-41.8,4.864,5228.1,no
30,admin.,single,university.degree,yes,yes,cellular,may,mon,22,3,6,0,failure,-1.8,92.893,-46.2,1.244,5099.1,no
36,blue-collar,married,high.school,yes,no,telephone,may,mon,23,10,6,0,failure,1.1,93.994,-36.4,4.857,5191,no
48,unemployed,married,basic.4y,yes,no,cellular,aug,wed,57,1,6,0,failure,1.4,93.444,-36.1,4.965,5228.1,no
42,technician,single,university.degree,yes,no,telephone,nov,tue,115,4,6,0,failure,-0.1,93.2,-42,4.153,5195.8,no
38,services,married,high.school,yes,no,telephone,may,fri,323,1,6,0,failure,1.1,93.994,-36.4,4.859,5191,no
28,blue-collar,married,basic.6y,no,no,cellular,may,mon,68,2,6,1,failure,-1.8,92.893,-46.2,1.299,5099.1,no
32,admin.,single,university.degree,yes,no,cellular,jul,fri,1185,1,6,0,failure,-1.7,94.215,-40.3,0.822,4991.6,no
51,management,married,university.degree,yes,no,cellular,jul,wed,194,1,6,0,failure,1.4,93.918,-42.7,4.962,5228.1,no
35,blue-collar,married,high.school,yes,no,cellular,may,tue,25,1,6,1,failure,-1.8,92.893,-46.2,1.291,5099.1,no
38,blue-collar,divorced,high.school,no,no,cellular,may,thu,192,1,6,1,failure,-1.8,92.893,-46.2,1.327,5099.1,no
47,entrepreneur,married,high.school,no,no,telephone,may,mon,118,1,6,0,failure,1.1,93.994,-36.4,4.857,5191,no
32,admin.,single,university.degree,yes,no,cellular,aug,mon,151,3,6,0,failure,1.4,93.444,-36.1,4.965,5228.1,no
39,technician,married,high.school,no,no,cellular,aug,mon,225,2,6,0,failure,1.4,93.444,-36.1,4.965,5228.1,no
35,admin.,single,basic.4y,yes,no,telephone,may,wed,381,2,6,0,failure,1.1,93.994,-36.4,4.856,5191,no
67,retired,married,professional.course,no,no,cellular,sep,fri,116,2,6,0,failure,-1.1,94.199,-37.5,0.883,4963.6,no
28,technician,single,high.school,no,no,cellular,jul,tue,100,7,6,0,failure,1.4,93.918,-42.7,4.961,5228.1,no
23,student,single,university.degree,yes,no,cellular,apr,mon,131,6,6,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no
30,services,single,high.school,yes,no,telephone,may,thu,97,2,6,0,failure,1.1,93.994,-36.4,4.855,5191,no
37,technician,married,basic.9y,no,no,telephone,jul,thu,515,2,6,0,failure,1.4,93.918,-42.7,4.966,5228.1,no
35,admin.,single,university.degree,no,yes,cellular,aug,thu,85,1,6,0,failure,1.4,93.444,-36.1,4.964,5228.1,no
38,management,married,university.degree,yes,no,cellular,aug,fri,102,1,6,0,failure,1.4,93.444,-36.1,4.966,5228.1,no
29,entrepreneur,married,basic.6y,no,no,telephone,may,fri,217,2,6,0,failure,1.1,93.994,-36.4,4.859,5191,no
30,blue-collar,married,basic.4y,yes,no,telephone,jul,thu,553,6,6,0,failure,1.4,93.918,-42.7,4.962,5228.1,no
36,blue-collar,married,high.school,yes,yes,telephone,may,thu,426,6,6,0,failure,1.1,93.994,-36.4,4.86,5191,no
48,blue-collar,married,basic.6y,yes,yes,cellular,jul,mon,250,1,6,0,failure,1.4,93.918,-42.7,4.96,5228.1,no
40,housemaid,divorced,basic.9y,yes,no,cellular,aug,thu,144,1,6,0,failure,1.4,93.444,-36.1,4.968,5228.1,no
38,management,divorced,university.degree,no,no,telephone,aug,fri,247,1,6,0,failure,1.4,93.444,-36.1,4.963,5228.1,no
28,admin.,single,high.school,no,no,telephone,jun,fri,22,16,6,0,failure,1.4,94.465,-41.8,4.959,5228.1,no
59,blue-collar,married,basic.4y,no,no,telephone,may,mon,293,1,6,0,failure,1.1,93.994,-36.4,4.857,5191,no
55,management,married,basic.4y,no,no,cellular,apr,thu,594,2,6,0,failure,-1.8,93.075,-47.1,1.41,5099.1,no
33,technician,married,professional.course,yes,no,cellular,aug,tue,452,1,6,0,failure,1.4,93.444,-36.1,4.963,5228.1,no
37,management,married,university.degree,no,yes,cellular,jul,fri,69,7,6,0,failure,1.4,93.918,-42.7,4.957,5228.1,no
29,blue-collar,single,high.school,no,no,cellular,may,wed,157,1,6,0,failure,-1.8,92.893,-46.2,1.281,5099.1,no
36,technician,married,university.degree,yes,no,cellular,may,mon,219,2,6,0,failure,-1.8,92.893,-46.2,1.299,5099.1,no
58,self-employed,married,basic.6y,yes,no,cellular,aug,thu,79,8,6,0,failure,1.4,93.444,-36.1,4.962,5228.1,no
47,admin.,single,university.degree,no,no,cellular,jun,wed,78,1,6,0,failure,-2.9,92.963,-40.8,1.26,5076.2,no
52,admin.,married,university.degree,no,yes,cellular,may,thu,183,3,6,0,failure,-1.8,92.893,-46.2,1.266,5099.1,no
53,blue-collar,married,basic.6y,yes,yes,cellular,apr,mon,208,2,6,0,failure,-1.8,93.075,-47.1,1.405,5099.1,no
39,management,single,university.degree,no,no,cellular,apr,fri,278,1,6,0,failure,-1.8,93.075,-47.1,1.405,5099.1,no
30,blue-collar,married,basic.6y,yes,no,telephone,may,fri,190,1,6,0,failure,1.1,93.994,-36.4,4.855,5191,no
30,blue-collar,married,basic.9y,no,no,cellular,jul,thu,903,4,6,0,failure,1.4,93.918,-42.7,4.958,5228.1,no
49,blue-collar,married,basic.6y,yes,yes,cellular,aug,mon,280,3,6,0,failure,1.4,93.444,-36.1,4.965,5228.1,no
34,technician,married,university.degree,no,yes,telephone,may,wed,217,1,6,0,failure,1.1,93.994,-36.4,4.857,5191,no
24,blue-collar,married,basic.9y,no,no,telephone,may,tue,154,1,6,0,failure,1.1,93.994,-36.4,4.857,5191,no
57,services,married,high.school,yes,no,cellular,may,mon,11,4,6,0,failure,-1.8,92.893,-46.2,1.244,5099.1,no
52,entrepreneur,married,basic.9y,yes,no,cellular,jul,mon,163,2,6,0,failure,1.4,93.918,-42.7,4.962,5228.1,no
46,blue-collar,married,basic.9y,no,no,telephone,may,fri,306,1,6,0,failure,1.1,93.994,-36.4,4.864,5191,no
39,admin.,married,university.degree,no,no,cellular,nov,tue,251,2,6,0,failure,-0.1,93.2,-42,4.153,5195.8,no
31,self-employed,divorced,university.degree,yes,no,cellular,jul,thu,275,3,6,0,failure,1.4,93.918,-42.7,4.958,5228.1,no
28,services,married,high.school,no,no,telephone,jul,wed,60,2,6,0,failure,1.4,93.918,-42.7,4.956,5228.1,no
32,admin.,married,high.school,yes,no,telephone,jun,wed,156,1,6,0,failure,1.4,94.465,-41.8,4.962,5228.1,no
58,blue-collar,married,basic.4y,yes,yes,telephone,may,thu,334,10,6,0,failure,1.1,93.994,-36.4,4.86,5191,no
33,technician,married,professional.course,yes,no,telephone,may,wed,120,1,6,0,failure,1.1,93.994,-36.4,4.858,5191,no
44,management,married,university.degree,yes,no,telephone,may,tue,143,1,6,0,failure,1.1,93.994,-36.4,4.857,5191,no
36,blue-collar,married,basic.9y,no,no,cellular,jun,mon,86,1,6,0,failure,-2.9,92.963,-40.8,1.281,5076.2,no
33,entrepreneur,married,basic.9y,yes,yes,telephone,jul,wed,85,6,6,0,failure,1.4,93.918,-42.7,4.963,5228.1,no
37,admin.,married,university.degree,no,no,cellular,nov,tue,475,1,6,0,failure,-0.1,93.2,-42,4.153,5195.8,no
57,entrepreneur,married,university.degree,yes,no,cellular,jul,mon,268,9,6,0,failure,1.4,93.918,-42.7,4.96,5228.1,no
40,self-employed,single,university.degree,yes,yes,telephone,jul,wed,98,11,6,0,failure,1.4,93.918,-42.7,4.963,5228.1,no
56,technician,divorced,university.degree,yes,no,cellular,jul,thu,49,1,6,0,failure,1.4,93.918,-42.7,4.968,5228.1,no
31,management,single,university.degree,yes,no,telephone,jun,fri,15,4,6,0,failure,1.4,94.465,-41.8,4.959,5228.1,no
32,entrepreneur,married,high.school,no,no,telephone,may,fri,248,3,6,0,failure,1.1,93.994,-36.4,4.859,5191,no
48,entrepreneur,married,university.degree,yes,no,cellular,jul,thu,413,1,6,0,failure,1.4,93.918,-42.7,4.968,5228.1,no
55,blue-collar,single,basic.4y,yes,no,cellular,apr,wed,171,2,6,0,failure,-1.8,93.075,-47.1,1.415,5099.1,no
37,self-employed,married,professional.course,yes,no,telephone,may,fri,78,13,6,0,failure,1.1,93.994,-36.4,4.864,5191,no
31,blue-collar,single,high.school,no,no,cellular,may,fri,325,1,6,0,failure,-1.8,92.893,-46.2,1.25,5099.1,no
57,blue-collar,married,basic.4y,no,no,cellular,aug,wed,125,1,6,0,failure,1.4,93.444,-36.1,4.964,5228.1,no
50,blue-collar,married,professional.course,yes,no,telephone,nov,thu,547,2,6,0,failure,-0.1,93.2,-42,4.076,5195.8,no
45,blue-collar,single,basic.4y,yes,no,cellular,may,wed,721,1,6,0,failure,-1.8,92.893,-46.2,1.281,5099.1,no
52,self-employed,single,university.degree,yes,no,telephone,may,thu,150,4,6,0,failure,1.1,93.994,-36.4,4.86,5191,no
57,entrepreneur,divorced,basic.9y,yes,no,cellular,may,wed,236,1,6,0,failure,-1.8,92.893,-46.2,1.334,5099.1,no
39,management,married,university.degree,no,no,cellular,aug,fri,224,1,6,0,failure,1.4,93.444,-36.1,4.966,5228.1,no
37,services,divorced,high.school,yes,no,telephone,jun,tue,42,4,6,0,failure,1.4,94.465,-41.8,4.961,5228.1,no
24,management,single,university.degree,no,no,cellular,may,thu,121,6,6,0,failure,-1.8,92.893,-46.2,1.27,5099.1,no
38,blue-collar,married,basic.9y,no,no,cellular,jul,tue,171,2,6,0,failure,1.4,93.918,-42.7,4.962,5228.1,no
58,management,married,university.degree,yes,yes,cellular,aug,thu,299,2,6,0,failure,1.4,93.444,-36.1,4.963,5228.1,no
42,unemployed,married,university.degree,no,yes,cellular,aug,wed,110,1,6,0,failure,1.4,93.444,-36.1,4.965,5228.1,no
37,blue-collar,single,professional.course,yes,no,telephone,may,thu,105,3,6,0,failure,1.1,93.994,-36.4,4.86,5191,no
36,admin.,married,basic.9y,no,no,telephone,may,fri,89,2,6,0,failure,1.1,93.994,-36.4,4.859,5191,no
46,services,married,basic.6y,yes,no,cellular,aug,fri,16,5,6,0,failure,1.4,93.444,-36.1,4.966,5228.1,no
34,blue-collar,married,basic.9y,no,no,cellular,may,thu,728,2,6,0,failure,-1.8,92.893,-46.2,1.327,5099.1,no
45,blue-collar,married,basic.9y,yes,no,telephone,may,wed,246,2,6,0,failure,1.1,93.994,-36.4,4.856,5191,no
43,retired,married,high.school,yes,no,cellular,nov,fri,83,1,6,0,failure,-0.1,93.2,-42,4.474,5195.8,no
42,blue-collar,single,basic.6y,yes,yes,cellular,jul,tue,85,1,6,0,failure,1.4,93.918,-42.7,4.961,5228.1,no
39,blue-collar,divorced,high.school,no,yes,cellular,nov,mon,190,2,6,0,failure,-0.1,93.2,-42,4.191,5195.8,no
56,self-employed,married,university.degree,no,no,cellular,jun,thu,754,3,6,0,failure,-2.9,92.963,-40.8,1.235,5076.2,no
27,self-employed,single,university.degree,yes,no,cellular,aug,mon,130,2,6,1,failure,-2.9,92.201,-31.4,0.861,5076.2,no
50,services,married,professional.course,yes,no,telephone,may,fri,211,2,6,0,failure,1.1,93.994,-36.4,4.855,5191,no
58,blue-collar,divorced,basic.4y,no,no,telephone,jul,thu,69,7,6,0,failure,1.4,93.918,-42.7,4.968,5228.1,no
51,entrepreneur,married,professional.course,no,no,cellular,may,mon,256,1,6,0,failure,-1.8,92.893,-46.2,1.299,5099.1,no
53,self-employed,married,basic.4y,yes,no,cellular,nov,tue,76,1,6,0,failure,-0.1,93.2,-42,4.153,5195.8,no
37,technician,married,professional.course,no,no,cellular,nov,tue,372,1,6,1,failure,-0.1,93.2,-42,4.153,5195.8,no
36,admin.,married,high.school,no,no,cellular,jul,wed,227,6,6,0,failure,1.4,93.918,-42.7,4.963,5228.1,no
45,management,married,basic.9y,yes,no,cellular,may,mon,288,1,6,1,failure,-1.8,92.893,-46.2,1.299,5099.1,no
51,admin.,divorced,university.degree,yes,no,telephone,may,fri,152,1,6,0,failure,1.1,93.994,-36.4,4.857,5191,no
42,entrepreneur,married,high.school,yes,no,cellular,jul,mon,247,1,6,0,failure,1.4,93.918,-42.7,4.96,5228.1,no
32,blue-collar,married,basic.9y,no,no,telephone,jun,mon,70,1,6,0,failure,1.4,94.465,-41.8,4.961,5228.1,no
39,admin.,single,high.school,no,no,cellular,may,tue,197,2,6,1,failure,-1.8,92.893,-46.2,1.291,5099.1,no
28,blue-collar,married,basic.9y,yes,no,cellular,may,thu,233,1,6,0,failure,-1.8,92.893,-46.2,1.266,5099.1,no
36,management,single,high.school,no,no,cellular,apr,mon,150,2,6,0,failure,-1.8,93.075,-47.1,1.405,5099.1,no
47,technician,married,professional.course,yes,no,cellular,apr,fri,53,1,6,0,failure,-1.8,93.075,-47.1,1.405,5099.1,no
40,blue-collar,married,basic.6y,yes,no,telephone,may,tue,133,2,6,0,failure,1.1,93.994,-36.4,4.857,5191,no
53,technician,married,professional.course,yes,no,cellular,aug,tue,123,1,6,0,failure,1.4,93.444,-36.1,4.968,5228.1,no
37,unemployed,single,professional.course,no,no,telephone,jun,fri,394,2,6,0,failure,1.4,94.465,-41.8,4.959,5228.1,no
35,blue-collar,married,professional.course,yes,no,cellular,nov,tue,139,1,6,0,failure,-0.1,93.2,-42,4.153,5195.8,no
36,blue-collar,married,basic.9y,yes,no,telephone,may,mon,47,1,6,0,failure,-1.8,92.893,-46.2,1.354,5099.1,no
50,self-employed,married,basic.9y,yes,no,cellular,aug,thu,219,7,6,0,failure,1.4,93.444,-36.1,4.964,5228.1,no
33,self-employed,single,university.degree,no,no,telephone,jun,thu,111,1,6,0,failure,1.4,94.465,-41.8,4.961,5228.1,no
22,admin.,single,high.school,yes,no,cellular,jul,tue,107,1,6,0,failure,1.4,93.918,-42.7,4.961,5228.1,no
31,admin.,single,high.school,yes,no,cellular,jul,wed,91,1,6,1,failure,-1.7,94.215,-40.3,0.84,4991.6,no
58,self-employed,married,basic.9y,no,no,cellular,aug,tue,83,2,6,0,failure,1.4,93.444,-36.1,4.965,5228.1,no
38,technician,married,basic.9y,no,no,telephone,jun,thu,129,2,6,0,failure,1.4,94.465,-41.8,4.961,5228.1,no
52,self-employed,single,university.degree,yes,no,telephone,jun,fri,73,1,6,0,failure,1.4,94.465,-41.8,4.967,5228.1,no
31,services,single,high.school,no,no,telephone,jun,wed,49,2,6,0,failure,1.4,94.465,-41.8,4.962,5228.1,no
48,technician,married,professional.course,no,no,telephone,nov,mon,106,1,6,0,failure,-0.1,93.2,-42,4.191,5195.8,no
57,retired,married,professional.course,yes,no,telephone,aug,wed,96,4,6,0,failure,1.4,93.444,-36.1,4.964,5228.1,no
54,retired,divorced,basic.4y,yes,no,cellular,jul,tue,188,1,6,0,failure,1.4,93.918,-42.7,4.962,5228.1,no
53,blue-collar,married,basic.4y,no,no,cellular,nov,fri,122,3,6,1,failure,-0.1,93.2,-42,4.021,5195.8,no
